c FILE			: graph.txt
a 3204 3174 36
a 3204 3420 0
a 3204 10 73
a 3204 235 95
a 3204 254 89
a 3204 3223 54
a 3204 743 77
a 3204 3535 41
a 3204 2600 81
a 3204 2912 41
a 3204 3295 4
a 3204 2638 44
a 3204 2522 69
a 3204 2584 3
a 3204 4387 38
a 3204 2738 53
a 3204 3205 3
a 3204 3047 11
a 3204 2506 8
a 3204 1917 55
a 3204 402 65
a 3204 1496 12
a 3204 3753 5
a 3204 3286 47
a 3204 3218 31
a 3204 138 11
a 3204 89 79
a 3204 2951 93
a 3204 3086 25
a 3204 2120 1
a 3204 3283 7
a 3204 245 99
a 3204 1422 59
a 3205 1025 67
a 3205 4392 30
a 3205 3608 2
a 3205 635 9
a 3205 4455 31
a 3205 354 74
a 3205 3361 94
a 3205 1647 55
a 3205 1271 66
a 3205 3595 78
a 3205 709 12
a 3205 706 88
a 3205 4506 26
a 3205 92 82
a 3205 2677 23
a 3205 1 48
a 3205 705 19
a 3205 99 32
a 3205 2009 78
a 3205 1114 58
a 3205 4728 97
a 3205 3362 96
a 3206 3168 83
a 3206 4063 22
a 3206 3252 24
a 3206 4772 15
a 3206 3362 63
a 3206 1254 74
a 3206 1838 89
a 3206 3871 26
a 3206 40 12
a 3206 2581 86
a 3206 4027 79
a 3206 3366 64
a 3206 2620 51
a 3206 2508 21
a 3206 706 85
a 3206 3833 31
a 3206 2627 29
a 3206 2679 39
a 3206 4460 17
a 3206 2678 4
a 3206 823 97
a 3206 2543 42
a 3206 3195 52
a 3206 3137 61
a 3206 2516 82
a 3206 3383 1
a 3206 1165 79
a 3206 3679 61
a 3206 4142 58
a 3206 716 7
a 3206 704 57
a 3206 3441 31
a 3206 734 27
a 3206 724 85
a 3206 2737 17
a 3206 2604 5
a 3206 3137 67
a 3207 1336 77
a 3207 3226 54
a 3207 3152 3
a 3207 1996 52
a 3207 1536 54
a 3207 2560 97
a 3207 3525 18
a 3207 3869 49
a 3207 2268 55
a 3207 1222 73
a 3208 2056 39
a 3208 4720 65
a 3208 4712 34
a 3208 4434 31
a 3208 119 62
a 3208 655 70
a 3208 3381 72
a 3208 3516 95
a 3208 867 3
a 3208 3156 57
a 3208 3204 10
a 3208 3403 69
a 3208 2061 35
a 3208 1883 31
a 3208 4145 94
a 3208 713 44
a 3208 1880 26
a 3208 795 24
a 3208 2588 30
a 3208 3868 67
a 3209 1935 59
a 3209 2836 31
a 3209 822 38
a 3209 2581 59
a 3209 2755 72
a 3209 2603 30
a 3209 3882 20
a 3209 3250 56
a 3209 3442 31
a 3209 1349 0
a 3210 23 26
a 3210 4010 79
a 3210 3171 65
a 3210 239 0
a 3210 3245 21
a 3210 3171 46
a 3210 475 67
a 3210 3219 45
a 3210 2897 48
a 3210 3765 97
a 3210 124 62
a 3210 4489 42
a 3210 3209 49
a 3211 2664 48
a 3211 867 75
a 3211 2600 6
a 3211 27 55
a 3211 2253 52
a 3211 786 54
a 3211 1891 95
a 3211 1332 98
a 3211 3546 42
a 3211 3523 22
a 3211 636 55
a 3211 490 64
a 3213 2746 95
a 3213 14 16
a 3213 2946 69
a 3213 3527 14
a 3213 1066 59
a 3213 3227 81
a 3213 2641 97
a 3213 3000 24
a 3213 3252 97
a 3213 2767 37
a 3213 2529 9
a 3213 4951 49
a 3213 2200 7
a 3213 2932 29
a 3213 1025 72
a 3213 3603 90
a 3213 406 70
a 3213 1055 71
a 3213 2194 5
a 3213 1533 41
a 3214 2784 20
a 3214 3516 12
a 3214 1056 21
a 3214 3259 95
a 3214 4699 97
a 3214 3832 88
a 3214 3451 34
a 3214 3756 6
a 3214 1330 5
a 3214 3205 58
a 3214 1358 17
a 3214 3564 29
a 3215 3195 46
a 3215 715 51
a 3215 3492 5
a 3215 1666 2
a 3215 2955 19
a 3215 4820 23
a 3215 2515 28
a 3215 270 69
a 3215 1958 32
a 3215 637 53
a 3215 3 51
a 3215 3831 43
a 3216 3565 76
a 3216 1017 30
a 3216 2894 38
a 3216 716 93
a 3216 704 60
a 3216 629 78
a 3216 52 51
a 3216 4751 49
a 3217 4435 26
a 3217 1274 76
a 3217 3139 64
a 3217 3491 86
a 3217 2552 62
a 3217 2554 64
a 3217 1342 42
a 3217 639 74
a 3217 3843 91
a 3218 3802 54
a 3218 3230 77
a 3218 3414 0
a 3218 4502 6
a 3218 3365 32
a 3218 632 56
a 3218 4233 83
a 3218 639 19
a 3219 3239 47
a 3219 4558 46
a 3219 3420 51
a 3219 93 45
a 3219 734 12
a 3219 1700 21
a 3219 2614 95
a 3220 4769 3
a 3220 3721 92
a 3220 3258 34
a 3220 2078 63
a 3223 11 87
a 3223 3829 34
a 3223 997 96
a 3223 3889 85
a 3223 3462 46
a 3223 3662 93
a 3223 4924 33
a 3223 4052 67
a 3223 3315 82
a 3223 723 81
a 3223 657 35
a 3223 3145 40
a 3223 690 4
a 3223 80 21
a 3223 4474 65
a 3223 864 91
a 3223 3848 3
a 3223 4512 26
a 3224 89 16
a 3224 3675 34
a 3224 3761 12
a 3224 2568 35
a 3224 3209 12
a 3224 147 26
a 3224 726 82
a 3224 3380 17
a 3224 705 60
a 3224 646 47
a 3224 871 66
a 3224 670 94
a 3224 811 99
a 3224 83 8
a 3224 882 27
a 3224 3402 36
a 3224 4626 91
a 3224 177 87
a 3225 3211 88
a 3225 654 96
a 3225 3536 21
a 3225 784 2
a 3225 81 11
a 3225 419 85
a 3225 3148 69
a 3225 2659 22
a 3225 727 43
a 3225 726 14
a 3225 3233 83
a 3225 1045 7
a 3225 629 75
a 3225 129 60
a 3225 4515 29
a 3226 1254 29
a 3226 768 85
a 3226 3181 56
a 3226 1565 51
a 3226 2052 18
a 3226 1527 75
a 3226 1898 84
a 3226 863 44
a 3226 3 73
a 3226 733 92
a 3227 3842 0
a 3227 3560 91
a 3227 626 41
a 3227 3276 95
a 3227 143 21
a 3227 4631 73
a 3227 883 61
a 3227 2637 67
a 3227 2621 94
a 3227 765 70
a 3227 3678 95
a 3227 2891 96
a 3227 646 38
a 3227 645 14
a 3227 1984 62
a 3228 3147 61
a 3228 3247 83
a 3228 3150 59
a 3228 2136 14
a 3228 1978 71
a 3228 2103 18
a 3228 3384 12
a 3228 885 69
a 3228 723 86
a 3228 103 31
a 3228 2505 70
a 3228 3834 42
a 3228 3191 30
a 3228 805 97
a 3228 2502 69
a 3229 2764 96
a 3229 2663 3
a 3229 735 40
a 3229 2613 66
a 3229 3386 44
a 3229 2526 24
a 3229 1309 60
a 3229 178 8
a 3229 3930 49
a 3229 2563 14
a 3229 129 2
a 3229 3421 24
a 3229 3840 77
a 3230 3464 8
a 3230 739 28
a 3230 2848 10
a 3230 2955 5
a 3230 5 39
a 3230 3092 97
a 3230 3361 3
a 3232 92 34
a 3232 4389 68
a 3232 2514 15
a 3232 1025 91
a 3232 1124 89
a 3232 3525 58
a 3232 2924 34
a 3232 3545 96
a 3232 167 25
a 3232 1048 51
a 3232 2591 52
a 3232 3199 26
a 3232 2756 83
a 3232 3238 76
a 3233 2961 33
a 3233 3576 52
a 3233 2116 48
a 3233 3156 48
a 3233 3525 74
a 3233 112 46
a 3233 737 76
a 3234 2037 54
a 3234 856 90
a 3234 2549 8
a 3234 1323 65
a 3234 656 81
a 3234 3462 59
a 3234 2061 55
a 3234 2533 47
a 3234 1907 40
a 3234 4824 77
a 3235 3157 48
a 3235 4827 29
a 3235 930 83
a 3235 2610 37
a 3236 2651 28
a 3236 1041 11
a 3236 322 75
a 3236 3578 9
a 3236 3457 25
a 3236 4098 30
a 3236 1126 89
a 3236 4720 82
a 3236 2919 39
a 3237 2931 32
a 3237 148 97
a 3237 111 31
a 3237 718 35
a 3237 3603 70
a 3237 2884 80
a 3237 1000 48
a 3237 3161 3
a 3238 2751 66
a 3238 2923 86
a 3238 2522 74
a 3238 2549 37
a 3238 736 16
a 3238 880 19
a 3238 2614 91
a 3239 110 40
a 3239 999 69
a 3239 3188 4
a 3239 2946 46
a 3243 3267 64
a 3243 4474 9
a 3243 4664 77
a 3243 1083 85
a 3243 3204 61
a 3243 2006 91
a 3243 3444 98
a 3243 3149 10
a 3243 3559 74
a 3243 4 82
a 3243 2639 21
a 3243 2619 16
a 3243 141 77
a 3243 919 16
a 3243 2637 29
a 3243 236 55
a 3243 4512 1
a 3243 2631 45
a 3243 2004 0
a 3243 3341 60
a 3243 3215 70
a 3243 2970 37
a 3244 3283 67
a 3244 3516 13
a 3244 3556 10
a 3244 2542 46
a 3244 3400 94
a 3244 3247 72
a 3244 3559 77
a 3244 3206 3
a 3244 3555 80
a 3244 4180 79
a 3244 646 56
a 3244 3775 21
a 3244 3799 68
a 3244 669 66
a 3244 3223 88
a 3244 631 96
a 3244 2550 59
a 3245 198 14
a 3245 3833 56
a 3245 749 20
a 3245 1175 63
a 3245 710 72
a 3245 4123 71
a 3245 2751 74
a 3245 3238 38
a 3245 120 55
a 3245 4026 19
a 3245 3252 37
a 3245 2307 14
a 3245 3399 57
a 3245 2540 70
a 3245 3636 14
a 3245 3268 4
a 3246 3289 71
a 3246 4458 69
a 3246 3870 73
a 3246 3596 94
a 3246 2229 7
a 3246 2122 74
a 3246 3336 11
a 3247 122 95
a 3247 3287 48
a 3247 4805 77
a 3247 1455 51
a 3247 4497 2
a 3247 465 60
a 3247 4848 24
a 3247 3360 55
a 3247 150 40
a 3247 2816 92
a 3247 864 52
a 3247 1929 13
a 3247 671 93
a 3247 3252 56
a 3247 3225 38
a 3247 641 50
a 3247 3220 86
a 3247 697 51
a 3247 3266 75
a 3247 788 66
a 3247 2095 96
a 3247 4440 72
a 3247 918 61
a 3247 3204 19
a 3247 3210 47
a 3247 766 66
a 3248 718 28
a 3248 2642 36
a 3248 83 60
a 3248 3243 0
a 3248 2834 96
a 3248 4824 71
a 3248 2983 48
a 3249 242 19
a 3249 766 32
a 3249 198 32
a 3249 3369 29
a 3249 3199 68
a 3249 3325 16
a 3249 847 97
a 3249 2622 47
a 3249 1076 69
a 3249 3893 19
a 3250 718 15
a 3250 3581 31
a 3250 872 29
a 3250 3229 81
a 3250 3479 17
a 3250 2623 81
a 3250 4500 49
a 3252 3257 94
a 3252 732 15
a 3252 1083 97
a 3252 3243 11
a 3252 659 4
a 3252 695 62
a 3252 686 60
a 3252 3262 71
a 3252 3245 69
a 3252 4469 78
a 3253 3214 30
a 3253 3137 75
a 3253 1396 61
a 3253 55 90
a 3253 2942 82
a 3253 3245 72
a 3253 2530 95
a 3253 2321 20
a 3253 977 37
a 3253 3830 63
a 3253 431 29
a 3253 3869 59
a 3253 3843 44
a 3253 3878 42
a 3253 3194 1
a 3253 3891 23
a 3254 1320 67
a 3254 2855 77
a 3254 3245 15
a 3254 2852 80
a 3254 3274 38
a 3254 2634 80
a 3254 2502 17
a 3255 993 95
a 3255 52 76
a 3255 3285 94
a 3255 3836 33
a 3255 3264 84
a 3255 3720 21
a 3255 4431 61
a 3256 3403 87
a 3256 679 71
a 3256 1381 75
a 3256 1059 10
a 3256 3498 37
a 3256 2594 11
a 3256 982 24
a 3256 766 14
a 3256 3292 15
a 3256 2689 49
a 3256 4450 98
a 3256 752 89
a 3257 4456 65
a 3257 3890 39
a 3257 122 89
a 3257 197 59
a 3257 3887 3
a 3257 3610 64
a 3258 4522 44
a 3258 208 36
a 3258 3275 91
a 3258 2827 85
a 3258 2556 69
a 3259 2549 30
a 3259 3176 98
a 3259 3271 96
a 3259 3337 96
a 3259 1931 76
a 3262 380 29
a 3262 1457 20
a 3262 788 31
a 3262 59 41
a 3262 853 13
a 3262 1 83
a 3262 2949 28
a 3262 2016 34
a 3262 3252 16
a 3262 2990 75
a 3262 488 79
a 3262 2774 64
a 3263 99 68
a 3263 769 62
a 3263 103 68
a 3263 3858 75
a 3263 3380 2
a 3263 3700 79
a 3263 802 32
a 3264 2308 19
a 3264 1940 92
a 3264 3793 30
a 3264 3217 66
a 3264 139 93
a 3264 997 52
a 3264 2255 33
a 3264 3819 95
a 3264 757 92
a 3264 3390 64
a 3264 695 48
a 3264 704 14
a 3264 723 43
a 3265 4496 67
a 3265 3200 73
a 3265 2653 35
a 3265 725 93
a 3265 684 61
a 3265 1527 76
a 3265 2639 90
a 3266 2446 77
a 3266 16 53
a 3266 920 60
a 3266 4986 6
a 3266 656 91
a 3266 1349 72
a 3266 3272 37
a 3266 3574 4
a 3266 3786 5
a 3266 1978 32
a 3267 2915 22
a 3267 2623 1
a 3267 3712 39
a 3267 1218 10
a 3267 3228 85
a 3267 3243 72
a 3268 1294 8
a 3268 4943 40
a 3268 3431 48
a 3268 3204 75
a 3268 62 63
a 3269 2066 98
a 3271 2728 68
a 3271 3340 5
a 3271 6 44
a 3271 759 29
a 3271 1957 88
a 3271 1202 31
a 3271 2815 1
a 3271 2090 46
a 3271 2648 19
a 3271 4482 86
a 3271 12 28
a 3271 999 41
a 3271 4268 80
a 3271 2648 5
a 3272 3275 67
a 3272 1240 66
a 3272 3194 43
a 3272 401 22
a 3272 2653 73
a 3272 1069 38
a 3272 1046 30
a 3272 2803 14
a 3272 840 79
a 3272 323 40
a 3272 3194 9
a 3273 2613 85
a 3273 4171 99
a 3273 4447 25
a 3273 4496 33
a 3273 2872 90
a 3274 366 15
a 3274 1970 68
a 3274 765 11
a 3274 1390 5
a 3275 159 72
a 3275 3432 11
a 3275 853 71
a 3275 3364 1
a 3275 2863 25
a 3275 228 63
a 3276 3243 28
a 3276 23 19
a 3276 934 96
a 3276 4512 12
a 3276 2608 33
a 3277 855 49
a 3277 4503 18
a 3277 3369 54
a 3277 3223 32
a 3277 150 73
a 3278 83 55
a 3282 1134 83
a 3282 1142 49
a 3282 3145 65
a 3282 410 72
a 3282 2032 71
a 3282 773 57
a 3282 3834 74
a 3282 2969 9
a 3282 4377 13
a 3282 3302 27
a 3282 3877 44
a 3282 667 32
a 3282 3672 83
a 3282 2084 19
a 3282 3017 99
a 3282 3676 26
a 3282 3286 21
a 3282 782 18
a 3282 1136 73
a 3282 793 87
a 3282 1338 44
a 3282 3186 66
a 3282 373 87
a 3282 1294 89
a 3282 239 94
a 3282 2521 75
a 3282 958 95
a 3282 4884 39
a 3282 3478 7
a 3282 864 84
a 3282 3908 98
a 3282 2033 45
a 3282 4456 63
a 3282 481 71
a 3283 810 3
a 3283 2425 33
a 3283 158 36
a 3283 2738 18
a 3283 3170 50
a 3283 3193 7
a 3283 3056 12
a 3283 3289 50
a 3283 861 34
a 3283 4221 38
a 3283 2657 62
a 3283 822 4
a 3283 981 31
a 3283 3286 70
a 3283 629 90
a 3283 3908 4
a 3283 3127 37
a 3283 3764 87
a 3283 4258 15
a 3283 2203 93
a 3283 794 21
a 3283 715 87
a 3283 3285 74
a 3283 3839 80
a 3284 220 8
a 3284 2034 66
a 3284 3477 44
a 3284 393 68
a 3284 2707 48
a 3284 2057 55
a 3284 876 97
a 3284 3770 72
a 3284 871 17
a 3284 905 39
a 3284 3126 22
a 3284 4610 10
a 3284 4233 25
a 3284 2737 83
a 3284 3200 75
a 3284 959 96
a 3284 725 87
a 3284 3957 57
a 3284 2521 61
a 3284 2776 7
a 3284 823 88
a 3284 2663 84
a 3284 3008 86
a 3285 2998 47
a 3285 2779 30
a 3285 3129 15
a 3285 4571 55
a 3285 4894 91
a 3285 1410 75
a 3285 3795 82
a 3285 2425 46
a 3285 3948 20
a 3285 3167 50
a 3285 2660 18
a 3285 3294 73
a 3285 1233 35
a 3285 802 68
a 3286 3185 21
a 3286 805 23
a 3286 3438 71
a 3286 2038 88
a 3286 2970 29
a 3286 1791 9
a 3286 4478 15
a 3286 3561 59
a 3286 1771 76
a 3286 3688 34
a 3286 3364 60
a 3286 3598 48
a 3286 3015 9
a 3286 2817 53
a 3286 92 83
a 3286 160 82
a 3286 25 88
a 3286 2514 38
a 3286 2580 31
a 3286 162 10
a 3286 267 67
a 3286 3594 93
a 3287 3942 14
a 3287 45 11
a 3287 3458 43
a 3287 4381 45
a 3287 3496 82
a 3287 3758 42
a 3287 631 13
a 3288 3998 48
a 3288 549 68
a 3288 157 31
a 3288 953 82
a 3288 4534 59
a 3288 2670 75
a 3288 4430 9
a 3288 443 33
a 3288 2572 97
a 3288 4538 46
a 3288 630 36
a 3288 3773 27
a 3288 2664 62
a 3288 3291 12
a 3288 2282 35
a 3288 4768 96
a 3288 2555 71
a 3289 238 39
a 3289 824 83
a 3289 13 68
a 3289 959 71
a 3289 4574 85
a 3289 2701 50
a 3289 641 89
a 3289 167 5
a 3289 982 41
a 3289 4235 95
a 3289 3365 50
a 3289 3957 67
a 3289 4446 25
a 3289 2507 55
a 3289 1414 67
a 3289 3441 95
a 3289 4865 25
a 3289 2592 90
a 3289 631 56
a 3291 4924 74
a 3291 873 0
a 3291 3096 46
a 3291 1110 36
a 3291 12 42
a 3291 4897 50
a 3291 3516 60
a 3291 1107 41
a 3291 3908 34
a 3291 873 87
a 3291 4459 92
a 3291 3760 58
a 3291 3628 76
a 3291 2739 41
a 3291 2042 27
a 3291 172 49
a 3291 794 26
a 3291 4562 3
a 3291 4421 56
a 3291 3605 66
a 3291 2663 79
a 3291 2086 68
a 3291 4583 6
a 3291 656 13
a 3291 3989 63
a 3291 4545 37
a 3291 2735 99
a 3291 3311 7
a 3292 4868 66
a 3292 4689 56
a 3292 2677 24
a 3292 730 73
a 3292 4854 35
a 3292 3188 29
a 3292 4160 27
a 3292 89 23
a 3292 2688 16
a 3292 3694 75
a 3292 2580 10
a 3292 3795 85
a 3292 3448 79
a 3292 3310 0
a 3293 940 95
a 3293 2111 18
a 3293 3919 1
a 3293 1272 66
a 3293 3217 59
a 3293 3195 87
a 3293 109 16
a 3293 2223 29
a 3293 2741 42
a 3293 3694 45
a 3293 3211 34
a 3293 3285 42
a 3293 3126 31
a 3293 3648 34
a 3293 1808 2
a 3293 2815 66
a 3293 3910 56
a 3294 212 26
a 3294 4457 64
a 3294 1184 10
a 3294 3363 73
a 3295 3647 41
a 3295 4577 30
a 3295 502 40
a 3295 909 29
a 3295 3301 8
a 3295 2 55
a 3295 396 1
a 3295 630 25
a 3295 4701 79
a 3295 2677 75
a 3295 4553 60
a 3295 3959 93
a 3295 4721 10
a 3295 1122 33
a 3295 4773 26
a 3295 2943 39
a 3295 3010 10
a 3295 2198 16
a 3295 3284 12
a 3295 3760 59
a 3296 2033 85
a 3296 4077 20
a 3296 4688 70
a 3296 3194 14
a 3296 1412 35
a 3296 792 14
a 3296 2711 16
a 3296 2783 18
a 3297 3303 49
a 3297 3598 1
a 3297 3344 54
a 3297 3236 11
a 3297 4268 73
a 3297 788 39
a 3298 3629 33
a 3298 3316 22
a 3298 633 18
a 3298 2349 55
a 3301 689 61
a 3301 1 19
a 3301 840 42
a 3301 2676 26
a 3301 2247 51
a 3301 2501 10
a 3301 4845 8
a 3301 254 58
a 3301 3379 94
a 3301 217 56
a 3301 3174 40
a 3301 1447 69
a 3301 2638 41
a 3301 2520 66
a 3301 3127 53
a 3301 2637 4
a 3301 3050 98
a 3301 3644 56
a 3301 947 38
a 3302 835 96
a 3302 895 42
a 3302 4638 87
a 3302 2090 4
a 3302 478 45
a 3302 2681 92
a 3302 1820 80
a 3302 2520 75
a 3302 3166 90
a 3302 4552 12
a 3302 3586 77
a 3302 4695 58
a 3302 3292 49
a 3302 727 2
a 3303 1383 31
a 3303 3694 19
a 3303 1262 44
a 3303 1158 42
a 3303 256 60
a 3303 1157 75
a 3303 2034 1
a 3303 3364 58
a 3303 3236 85
a 3303 3343 20
a 3303 733 11
a 3303 207 4
a 3304 690 50
a 3304 3315 0
a 3304 2717 87
a 3304 2053 52
a 3304 265 35
a 3304 1941 2
a 3304 656 19
a 3304 4006 18
a 3304 2770 69
a 3304 3187 72
a 3305 1252 79
a 3305 2681 90
a 3305 3561 44
a 3305 4828 67
a 3305 2975 7
a 3305 4863 29
a 3305 3321 64
a 3305 2681 18
a 3305 2211 6
a 3305 865 56
a 3305 3301 33
a 3305 879 42
a 3305 4673 82
a 3305 3355 63
a 3305 3340 9
a 3305 645 82
a 3305 1113 28
a 3306 3129 29
a 3306 2708 75
a 3306 3150 91
a 3306 3200 31
a 3306 181 56
a 3306 3609 48
a 3306 807 83
a 3306 807 73
a 3306 3367 79
a 3306 4743 93
a 3307 3601 0
a 3307 4088 57
a 3307 3449 65
a 3307 2513 83
a 3307 2039 79
a 3307 705 45
a 3307 4557 5
a 3307 3598 61
a 3307 3180 77
a 3307 494 19
a 3308 3936 20
a 3308 765 44
a 3308 964 25
a 3308 3287 56
a 3308 3652 50
a 3310 4533 77
a 3310 2140 55
a 3310 1821 21
a 3310 55 47
a 3310 3731 98
a 3310 92 23
a 3310 3916 39
a 3310 2659 9
a 3310 84 0
a 3310 4564 44
a 3310 3624 34
a 3310 3316 89
a 3310 3918 29
a 3310 4888 53
a 3310 343 53
a 3310 4562 81
a 3310 215 79
a 3311 2998 70
a 3311 3080 56
a 3311 2784 88
a 3311 185 50
a 3311 3223 72
a 3311 3342 32
a 3311 2524 6
a 3311 3310 84
a 3312 812 40
a 3312 2555 13
a 3312 1416 69
a 3312 3156 47
a 3312 2668 91
a 3312 3145 73
a 3312 3366 31
a 3312 1193 90
a 3312 626 98
a 3312 4558 22
a 3312 179 42
a 3312 3442 44
a 3312 186 16
a 3313 3216 42
a 3313 3411 86
a 3313 3391 42
a 3313 2560 0
a 3314 4707 58
a 3314 485 35
a 3314 899 40
a 3314 794 78
a 3314 337 54
a 3314 3159 27
a 3314 1943 67
a 3314 229 80
a 3314 2768 72
a 3314 190 44
a 3314 3198 34
a 3314 2710 96
a 3315 2725 39
a 3315 4877 30
a 3315 3354 75
a 3315 4405 64
a 3315 3587 39
a 3315 2683 49
a 3315 4054 61
a 3315 4390 80
a 3315 3291 27
a 3315 3395 30
a 3315 3228 71
a 3316 2984 57
a 3316 4541 41
a 3316 4459 47
a 3316 694 25
a 3316 1280 16
a 3316 2804 84
a 3317 1285 4
a 3321 221 0
a 3321 3389 75
a 3321 4615 98
a 3321 198 46
a 3321 4659 16
a 3321 207 33
a 3321 3355 19
a 3321 4415 30
a 3321 3374 23
a 3321 3029 24
a 3321 2544 83
a 3321 511 77
a 3321 3344 76
a 3321 2032 27
a 3321 4591 55
a 3321 986 48
a 3321 1117 6
a 3321 630 82
a 3321 4655 33
a 3321 840 11
a 3322 3086 52
a 3322 3216 22
a 3322 3603 60
a 3322 1450 21
a 3322 748 69
a 3322 2543 30
a 3322 668 33
a 3322 899 36
a 3322 4220 30
a 3322 2783 25
a 3322 206 21
a 3322 255 20
a 3322 1133 17
a 3322 2599 6
a 3322 822 26
a 3323 3165 53
a 3323 4535 77
a 3323 3291 18
a 3323 3174 26
a 3323 3727 96
a 3323 2565 74
a 3323 4928 81
a 3323 4024 90
a 3323 3105 1
a 3323 1917 43
a 3323 2699 0
a 3323 3334 76
a 3323 3342 91
a 3323 3337 76
a 3323 2531 32
a 3323 2471 1
a 3324 869 89
a 3324 1223 0
a 3324 1175 12
a 3324 2586 83
a 3324 823 45
a 3324 3890 43
a 3324 3167 81
a 3324 3402 18
a 3324 2627 7
a 3324 314 24
a 3324 473 11
a 3324 2712 61
a 3325 3548 53
a 3325 237 39
a 3325 3399 23
a 3325 4415 55
a 3325 508 15
a 3325 2701 96
a 3325 3873 73
a 3325 182 10
a 3325 3165 12
a 3325 3527 22
a 3325 352 42
a 3325 2661 19
a 3325 2071 77
a 3325 796 73
a 3326 2638 3
a 3326 679 99
a 3326 4146 62
a 3326 2520 72
a 3326 1851 61
a 3326 4304 41
a 3326 4005 20
a 3327 2504 40
a 3327 287 81
a 3327 2149 22
a 3327 724 26
a 3327 823 79
a 3327 2709 74
a 3327 2602 20
a 3327 75 66
a 3327 2711 48
a 3328 2191 10
a 3328 323 50
a 3328 1412 50
a 3328 3245 22
a 3328 47 4
a 3328 813 26
a 3330 1165 70
a 3330 4482 49
a 3330 4558 14
a 3330 172 92
a 3330 2572 77
a 3330 810 77
a 3330 1099 45
a 3330 4376 37
a 3330 4603 30
a 3330 4580 50
a 3330 684 49
a 3330 4560 86
a 3330 4661 87
a 3330 3127 2
a 3330 3332 53
a 3331 2783 85
a 3331 3185 47
a 3331 3409 40
a 3331 2115 71
a 3331 2696 17
a 3331 831 68
a 3331 1456 11
a 3331 1768 50
a 3331 3198 55
a 3331 2319 45
a 3332 3342 17
a 3332 3594 53
a 3332 812 92
a 3332 325 86
a 3332 793 80
a 3333 640 3
a 3333 2394 30
a 3333 910 59
a 3333 836 84
a 3333 2541 95
a 3333 3667 84
a 3333 88 22
a 3334 3410 18
a 3334 2099 58
a 3334 3302 21
a 3334 2709 98
a 3335 2710 4
a 3335 4064 86
a 3335 3439 73
a 3335 2857 14
a 3336 4387 95
a 3336 3293 8
a 3336 865 63
a 3336 228 84
a 3336 3171 79
a 3336 2727 42
a 3337 911 63
a 3337 1456 18
a 3340 791 68
a 3340 4903 19
a 3340 2678 40
a 3340 814 66
a 3340 2717 61
a 3340 3301 6
a 3340 2774 61
a 3340 840 52
a 3340 3306 24
a 3340 843 58
a 3340 3966 90
a 3341 4775 18
a 3341 2045 89
a 3341 2501 9
a 3341 3400 23
a 3341 2660 51
a 3341 3974 11
a 3342 3381 81
a 3342 2836 36
a 3342 2824 63
a 3342 4450 7
a 3342 2678 75
a 3342 3652 93
a 3342 1124 34
a 3342 903 66
a 3342 4597 26
a 3343 960 94
a 3343 1058 14
a 3343 4377 34
a 3344 235 8
a 3344 235 48
a 3344 3188 30
a 3344 4564 95
a 3344 3932 8
a 3344 4584 5
a 3344 3422 45
a 3344 3305 78
a 3344 4749 33
a 3344 2737 11
a 3344 337 25
a 3344 3325 34
a 3344 2077 20
a 3344 268 96
a 3344 3432 22
a 3345 2700 38
a 3345 3209 25
a 3345 3930 57
a 3345 899 3
a 3345 2536 50
a 3345 987 33
a 3346 2103 22
a 3346 632 61
a 3346 105 26
a 3346 3014 86
a 3347 3126 11
a 3347 2857 66
a 3347 608 26
a 3347 2876 70
a 3347 2991 97
a 3347 827 65
a 3347 3189 63
a 3347 514 71
a 3349 4252 39
a 3349 1920 66
a 3349 182 97
a 3349 3291 71
a 3349 947 67
a 3349 3193 89
a 3349 335 2
a 3350 3346 92
a 3350 11 36
a 3350 811 42
a 3350 3331 76
a 3350 3661 74
a 3350 3331 48
a 3351 2657 0
a 3351 2561 14
a 3351 929 91
a 3351 3189 17
a 3351 4561 64
a 3351 2790 97
a 3351 4534 81
a 3351 3312 52
a 3351 3194 8
a 3352 2093 96
a 3352 2698 74
a 3352 681 71
a 3353 3863 32
a 3353 2495 65
a 3353 3337 16
a 3353 3312 30
a 3353 151 29
a 3354 225 36
a 3354 4736 75
a 3354 3327 5
a 3354 2521 23
a 3354 3344 52
a 3355 2691 5
a 3355 3414 7
a 3355 4431 92
a 3355 1183 52
a 3356 26 22
a 3356 960 61
a 3356 2344 39
a 3360 3594 47
a 3360 1030 30
a 3360 3303 18
a 3360 3282 79
a 3360 1174 66
a 3360 4614 80
a 3360 284 28
a 3360 3168 64
a 3360 3097 25
a 3360 4854 35
a 3360 4558 68
a 3360 1513 13
a 3360 3761 46
a 3360 4024 19
a 3360 3721 52
a 3360 810 59
a 3360 3715 39
a 3360 2037 14
a 3360 708 14
a 3360 882 27
a 3360 2813 69
a 3360 3672 17
a 3360 4038 6
a 3360 3225 74
a 3361 4622 5
a 3361 248 5
a 3361 4536 67
a 3361 3136 47
a 3361 1184 7
a 3361 2766 35
a 3361 3013 92
a 3361 880 58
a 3361 480 64
a 3361 3296 63
a 3361 850 36
a 3361 3913 58
a 3361 758 92
a 3361 4875 15
a 3361 3129 3
a 3361 4533 47
a 3361 3672 39
a 3361 4571 26
a 3361 3675 13
a 3362 1185 65
a 3362 3245 64
a 3362 100 63
a 3362 549 42
a 3362 2121 46
